,,,,,,,,,"Normalized abundance",,"Raw abundance",
"Cre05.g234200.t1.2|PACid:30783501|","9","8","602.14",,"1.33787542902922","Condition 1","Condition 2","None","4198.92155243303","3138.49964004482","4198.92155243303","3559.89789514291"
"Cre09.g393358.t1.1|PACid:30781395|","9","9","578.49",,"1.08919628876775","Condition 1","Condition 2","Hyaluronan / mRNA binding family","7322.68858270587","6723.02013716034","7322.68858270587","7625.70271791993"
"Cre12.g514050.t1.2|PACid:30792611|","9","9","562.06",,"1.14334451544113","Condition 2","Condition 1","glutamate synthase 1","6929.13629020925","7922.38997415482","6929.13629020925","8986.10885075401"
"Cre03.g152150.t1.2|PACid:30786690|","9","9","710.97",,"1.03538198115468","Condition 2","Condition 1","None","6099.83747842093","6315.66181312902","6099.83747842093","7163.64944195799"
"Cre01.g002500.t1.2|PACid:30788346|","9","9","317.52",,"1.02045889172329","Condition 1","Condition 2","Chlamyopsin 1 (COP1); opsin-related, retinal binding protein; reference: Fuhrmann, M. and Hegemann, P.; Genbank entry Z48968; there is an alternatively spliced version of chlamyopsin (often referred to COP2); present in thylakoid-enriched fraction b","2817.7309648411","2761.23907361196","2817.7309648411","3131.98352509519"
"Cre05.g238332.t1.1|PACid:30782977|","9","9","303.06",,"2.13423206100259","Condition 2","Condition 1","photosystem I subunit D-2","1516.34045755538","3236.22241991003","1516.34045755538","3670.74166071514"
"Cre06.g258733.t1.1|PACid:30779057|","9","9","482.35",,"1.16361011719772","Condition 1","Condition 2","methylthioalkylmalate synthase-like 4","21206.951429172","18225.1349620816","21206.951429172","20672.1768460305"
"Cre17.g717100.t1.2|PACid:30782534|","9","9","550.32",,"1.09265772630399","Condition 1","Condition 2","ACT-like protein tyrosine kinase family protein","8118.63824782981","7430.17511557972","8118.63824782981","8427.80557212928"
"gi|41179021|ref|NP_958377.1|","9","9","623.89",,"1.21089504388655","Condition 1","Condition 2","photosystem II protein D1 (chloroplast) [Chlamydomonas reinhardtii]","286671.311774619","236743.319102623","286671.311774619","268530.234195133"
"Cre02.g080700.t1.2|PACid:30785571|;Cre02.g080600.t1.2|PACid:30785719|","9","7","496.59",,"1.22208226697058","Condition 2","Condition 1","Heat shock protein 70 (Hsp 70) family protein","32840.0327658112","40133.2216898307","32840.0327658112","45521.8058960465"
"Cre01.g052000.t1.2|PACid:30788797|","9","9","365.33",,"1.54743225746719","Condition 1","Condition 2","Cobalamin biosynthesis CobW-like protein","8429.51594240525","5447.42162490688","8429.51594240525","6178.83288212996"
"Cre02.g078100.t1.1|PACid:30785567|","9","8","590.95",,"1.04554704778298","Condition 1","Condition 2","eukaryotic translation initiation factor 2 (eIF-2) family protein","4040.76436283148","3864.73700193566","4040.76436283148","4383.64527525489"
"Cre13.g603700.t1.2|PACid:30784404|","9","9","601.18",,"1.47241693392228","Condition 2","Condition 1","actin-11","1816.72375389278","2674.97481949058","1816.72375389278","3034.13679197644"
"Cre10.g434750.t1.2|PACid:30789728|","9","8","474.24",,"1.11194090064176","Condition 2","Condition 1","ketol-acid reductoisomerase","2544.4991358187","2829.33266076442","2544.4991358187","3209.2198626381"
"Cre12.g483950.t1.2|PACid:30793306|","9","9","445.6",,"1.38913446822633","Condition 2","Condition 1","Lactate/malate dehydrogenase family protein","1912.0135459425","2656.04392038438","1912.0135459425","3012.66408985423"
"Cre02.g081050.t1.2|PACid:30785944|","9","9","597.47",,"1.04168135637479","Condition 2","Condition 1","Conserved uncharacterized Flagellar Associated Protein; found in the flagellar proteome [PMID: 15998802]","7419.86252268075","7729.13245674058","7419.86252268075","8766.90314472638"
"Cre12.g497350.t1.1|PACid:30791661|","8","8","372.59",,"1.48575166806301","Condition 1","Condition 2","plastid transcriptionally active 3","3872.46129392399","2606.39875233832","3872.46129392399","2956.35319308808"
"Cre09.g394399.t1.1|PACid:30780529|","8","8","582.12",,"1.07559478228509","Condition 1","Condition 2","Sas10/U3 ribonucleoprotein (Utp) family protein","14302.6448161042","13297.4285964072","14302.6448161042","15082.8400510784"
"Cre10.g441450.t1.2|PACid:30790157|","8","8","499.66",,"1.29110433121443","Condition 1","Condition 2","KRR1 family protein","3958.74139393442","3066.16692255287","3958.74139393442","3477.85325015901"
"Cre06.g282800.t1.2|PACid:30779483|","8","8","438.43",,"2.98882345601435","Condition 2","Condition 1","isocitrate lyase","903.536281107768","2700.51043033487","903.536281107768","3063.10100345377"
"Cre01.g038850.t1.1|PACid:30788684|","8","8","237.63",,"1.00771034056553","Condition 1","Condition 2","poly(A) binding protein 2","3113.57939768801","3089.75632416421","3113.57939768801","3504.60993990734"
"Cre10.g452050.t1.2|PACid:30790835|","8","8","459.15",,"1.19191584605844","Condition 2","Condition 1","light-harvesting chlorophyll-protein complex I subunit A4","36961.3613149221","44054.8322431472","36961.3613149221","49969.9609877967"
"Cre06.g298650.t1.2|PACid:30780155|","8","8","426.08",,"1.39722345182984","Condition 2","Condition 1","eukaryotic translation initiation factor 4A1","6987.52600832423","9763.13520910154","6987.52600832423","11074.0062026516"
"Cre03.g182551.t1.2|PACid:30787991|","8","8","462.46",,"1.27506841878111","Condition 1","Condition 2","plastocyanin 1","76198.4095442875","59760.2516240883","76198.4095442875","67784.1065378503"
"Cre08.g359350.t1.2|PACid:30773866|","8","7","453.72",,"1.15586816677863","Condition 2","Condition 1","acetyl Co-enzyme a carboxylase biotin carboxylase subunit","2408.2646489275","2783.6364448736","2408.2646489275","3157.38813365201"
"Cre03.g158050.t1.1|PACid:30787842|","8","8","488.78",,"1.31476548345738","Condition 1","Condition 2","Protein phosphatase 2C family protein","5491.12218692738","4176.50315285705","5491.12218692738","4737.27146347585"
"Cre11.g467569.t1.1|PACid:30775882|","8","6","535.65",,"1.97624470890854","Condition 2","Condition 1","ATP synthase delta-subunit gene","2838.02129138053","5608.62456086054","2838.02129138053","6361.68012068631"
"Cre03.g143887.t1.1|PACid:30787653|","8","6","609.89",,"1.23807896383921","Condition 2","Condition 1","Arginyl-tRNA synthetase, class Ic","6878.94055798617","8516.67159834305","6878.94055798617","9660.18313646576"
"Cre07.g336750.t1.1|PACid:30775286|","8","7","324",,"1.24720109252424","Condition 1","Condition 2","None","1814.87792823484","1455.16063056172","1814.87792823484","1650.54129678266"
"Cre09.g397697.t1.1|PACid:30781440|","8","8","511.83",,"1.37083361654414","Condition 2","Condition 1","Ribosomal protein L4/L1 family","2964.90941160392","4064.39749143475","2964.90941160392","4610.11366392129"
"Cre06.g269050.t1.2|PACid:30779340|","8","8","374.93",,"1.26556882426205","Condition 1","Condition 2","NAD(P)-binding Rossmann-fold superfamily protein","17770.5430564712","14041.5461536303","17770.5430564712","15926.8683542518"
"Cre12.g537800.t1.2|PACid:30791776|","8","8","244.46",,"1.11830302149416","Condition 2","Condition 1","Ribosomal protein L30/L7 family protein","899.770341459495","1006.21589150498","899.770341459495","1141.31790506651"
"Cre06.g248850.t1.1|PACid:30779779|","8","8","280.69",,"1.08187005045772","Condition 1","Condition 2","Protein kinase superfamily protein","1698.60737822788","1570.06599591997","1698.60737822788","1780.87470930254"
"Cre05.g247950.t1.2|PACid:30783128|","8","8","213.47",,"1.04889277914901","Condition 2","Condition 1","None","7034.31134515424","7378.23837621825","7034.31134515424","8368.89542067524"
"Cre01.g038400.t1.2|PACid:30788539|","8","8","330.81",,"1.19164734145834","Condition 2","Condition 1","calreticulin 1b","8403.24720341613","10013.707189568","8403.24720341613","11358.2218369194"
"Cre09.g393200.t1.2|PACid:30781359|","8","6","490.19",,"2.36683914555276","Condition 2","Condition 1","mitochondrial HSO70 2","878.195808695","2078.54821747969","878.195808695","2357.62952779989"
"Cre09.g406050.t1.2|PACid:30781126|","8","8","453.88",,"1.22933568158239","Condition 1","Condition 2","CTP synthase family protein","6205.74303635623","5048.04597257621","6205.74303635623","5725.83409061728"
"Cre06.g278213.t1.1|PACid:30779171|","8","6","289.69",,"1.79156762786075","Condition 2","Condition 1","light-harvesting chlorophyll-protein complex I subunit A4","1546.25997338109","2770.22931256639","1546.25997338109","3142.18086025571"
"Cre12.g510950.t1.2|PACid:30791962|","8","8","260.08",,"1.23423129147609","Condition 1","Condition 2","None","13077.9011868591","10595.9889991271","13077.9011868591","12018.6851238292"
"Cre09.g386650.t1.2|PACid:30781165|","8","8","407.07",,"1.76106682507143","Condition 2","Condition 1","ADP/ATP carrier 3","1300.73886431017","2290.68806201773","1300.73886431017","2598.25284233247"
"Cre06.g310100.t1.2|PACid:30779702|","8","8","247.49",,"1.07988782510291","Condition 1","Condition 2","Mitogen activated protein kinase kinase kinase-related","3884.64690157277","3597.26891189145","3884.64690157277","4080.26493433738"
"Cre08.g375850.t1.2|PACid:30773776|","8","8","362.35",,"1.16243438488498","Condition 1","Condition 2","None","9213.5993748459","7926.12425668871","9213.5993748459","8990.34452577613"
"Cre09.g397586.t1.1|PACid:30780448|","8","8","347.34",,"1.23982461087418","Condition 1","Condition 2","None","2312.90618900648","1865.51078976864","2312.90618900648","2115.98811391577"
"Cre17.g729450.t1.2|PACid:30782400|","8","8","290.67",,"1.18885100613799","Condition 1","Condition 2","chloride channel D","11541.3185854535","9707.96048105791","11541.3185854535","11011.4233061231"
"Cre02.g076900.t1.1|PACid:30786441|","8","8","403.89",,"1.10991762229379","Condition 2","Condition 1","serine/threonine protein kinase 2","11510.8697571619","12776.1171914026","11510.8697571619","14491.5335077507"
"Cre02.g083950.t1.1|PACid:30785522|","7","6","469.11",,"1.06357658103976","Condition 1","Condition 2","Ribosomal protein PSRP-3/Ycf65","11278.6276755261","10604.4340168716","11278.6276755261","12028.2640323336"
"Cre02.g113600.t1.2|PACid:30785088|","7","7","268.91",,"1.27249579209357","Condition 1","Condition 2","ataurora3","3989.42258995197","3135.11652827424","3989.42258995197","3556.06054167711"
"Cre10.g438850.t1.2|PACid:30790427|","7","7","274.63",,"1.42218510968661","Condition 1","Condition 2","basic leucine-zipper 2","14772.6731513255","10387.3068637181","14772.6731513255","11781.9837761159"
"Cre17.g723250.t1.2|PACid:30782461|","7","6","254.53",,"1.08995331293992","Condition 1","Condition 2","Insulinase (Peptidase family M16) family protein","3547.54863623264","3254.77118525735","3547.54863623264","3691.78092096387"
"Cre10.g425900.t1.2|PACid:30790196|","7","7","420.86",,"1.42481337312508","Condition 2","Condition 1","light-harvesting chlorophyll-protein complex I subunit A4","7731.97020836373","11016.6145534814","7731.97020836373","12495.7869869244"
"Cre01.g050850.t2.1|PACid:30789559|;Cre01.g050850.t1.2|PACid:30789558|","7","7","303.8",,"1.0973500957362","Condition 1","Condition 2","BRI1 suppressor 1 (BSU1)-like 3","11864.5985067898","10812.0449006112","11864.5985067898","12263.7502941778"
"Cre05.g237450.t1.2|PACid:30783054|","7","7","366.9",,"1.36343898800465","Condition 2","Condition 1","30S ribosomal protein, putative","2789.99294595624","3803.98515877469","2789.99294595624","4314.736438741"
"Cre12.g560600.t1.1|PACid:30793406|","7","7","328.3",,"1.32123183185473","Condition 1","Condition 2","NAD kinase 1","937.244785029148","709.371937938743","937.244785029148","804.617479167694"
"Cre14.g616600.t1.2|PACid:30776688|","7","7","356.36",,"1.34649017761344","Condition 1","Condition 2","FZO-like","11067.5647582491","8219.56590716883","11067.5647582491","9323.18583012515"
"Cre08.g358526.t1.1|PACid:30774039|","7","5","310.57",,"1.94021479871989","Condition 2","Condition 1","nucleotide transporter 1","1823.15439864774","3537.31114460761","1823.15439864774","4012.25679222138"
"Cre06.g282900.t1.2|PACid:30778389|","7","7","280.42",,"1.22890162331341","Condition 2","Condition 1","None","1505.82838603388","1850.51494802845","1505.82838603388","2098.97881916689"
"Cre01.g025400.t1.2|PACid:30788864|","7","6","274.2",,"1.13318333336841","Condition 1","Condition 2","None","1917.73066176285","1692.339275819","1917.73066176285","1919.56530725289"
"Cre01.g050950.t1.2|PACid:30789075|","7","7","337.95",,"1.61374499376578","Condition 2","Condition 1","Pyridine nucleotide-disulphide oxidoreductase family protein","1238.99127871245","1999.41597334168","1238.99127871245","2267.87240125748"
"Cre12.g510650.t1.2|PACid:30792164|","7","7","514.28",,"1.49196350556444","Condition 2","Condition 1","high cyclic electron flow 1","17262.7269643729","25755.3586373677","17262.7269643729","29213.4642400363"
"Cre01.g066917.t1.1|PACid:30788321|","7","5","482.87",,"1.39101124215309","Condition 2","Condition 1","photosystem II light harvesting complex gene 2.2","30777.4844388884","42811.8268596856","30777.4844388884","48560.060476171"
"Cre06.g258800.t1.1|PACid:30780108|","7","6","565.01",,"1.32284011868965","Condition 2","Condition 1","Extracellular matrix protein (cell wall protein) GP2; contains (hydroxy)proline-rich (HR) domains. Antibody against deglycosylated GP2 was used successfully to screen for a cDNA clone in a gt11 expression library [PMID: 1699225; M58497]. Independent","4779.01313309771","6321.87030020639","4779.01313309771","7170.69152658874"
"Cre02.g114600.t1.2|PACid:30784840|","7","7","404.73",,"1.3412224951496","Condition 1","Condition 2","2-cysteine peroxiredoxin B","11454.0166724809","8539.98252631698","11454.0166724809","9686.62396263932"
"Cre06.g261000.t1.2|PACid:30779314|","7","6","379.55",,"1.1747670148418","Condition 1","Condition 2","photosystem II subunit R","140046.735734756","119212.349313039","140046.735734756","135218.684106164"
"Cre06.g307850.t1.2|PACid:30778972|","7","7","326.09",,"1.24909500180466","Condition 1","Condition 2","None","2121.90701799042","1698.75551092971","2121.90701799042","1926.84303370981"
"Cre03.g164900.t1.1|PACid:30786988|;Cre03.g164800.t1.2|PACid:30786934|","7","7","435.87",,"1.13927991870449","Condition 1","Condition 2","Protein kinase superfamily protein","3526.16575533546","3095.08286545169","3526.16575533546","3510.65166216078"
"Cre06.g257601.t1.2|PACid:30779174|","7","7","444.83",,"1.67499247093552","Condition 2","Condition 1","2-cysteine peroxiredoxin B","11341.7045912096","18997.2697978509","11341.7045912096","21547.9842355074"
"Cre14.g611300.t1.1|PACid:30776530|","7","7","321.42",,"1.00352785613259","Condition 2","Condition 1","[PMID: 12060707; PMID: 12089443]","10839.3576635295","10877.5973579361","10839.3576635295","12338.1043109426"
"Cre12.g507150.t1.2|PACid:30792752|","7","7","367.69",,"1.00399884181108","Condition 1","Condition 2","None","53273.810030905","53061.6249863457","53273.810030905","60186.0725716244"
"Cre01.g030200.t1.2|PACid:30788822|","7","7","345.39",,"1.10157311308856","Condition 2","Condition 1","Protein phosphatase 2C family protein","8827.17491928152","9723.7785556102","8827.17491928152","11029.365232764"
"Cre12.g561550.t1.2|PACid:30791991|","7","7","398.3",,"1.21625264220029","Condition 1","Condition 2","ABC transporter of the mitochondrion 3","1849.48737757293","1520.64407788424","1849.48737757293","1724.81703775003"
"gi|41179047|ref|NP_958403.1|","7","6","344.2",,"1.15162663791131","Condition 1","Condition 2","RNA polymerase beta' subunit (chloroplast) [Chlamydomonas reinhardtii]","5547.92766974111","4817.47077316943","5547.92766974111","5464.30015364712"
"Cre09.g400650.t1.2|PACid:30780656|","7","6","258.92",,"2.11659653948271","Condition 2","Condition 1","Ribosomal protein S6e","325.436134210405","688.816995492375","325.436134210405","781.302677593091"
